transaction_id,property_location,block,lot,land_price,improv_price,assesed_value,year_built,year_sold,month_sold,ln_price,sales_price,dune,OF,NOF,BF,dune_OF,dune_NOF,dune_BF,ProtectDQ,duneOF_ProtectDQ,duneNOF_ProtectDQ,duneBF_PROTECTDQ,Dist_Public Access,PA_sq,duneOF_PA,duneNOF_PA,duneBF_PA,bedrooms,bed_sq,bathrooms,bath_sq,sq_footage,sq_foot_sq,acres,acres_sq,lot_size_sqft,Lot_sq,age,age_sq,condo,stories,colonial,ranch,cape,bi_level,contemporary,cottage,other_ht,garage,num_structures,units,heat_gas,heat_oil,heat_elec,fixbath4,fixbath3,fixbath2,fixbath1,HotTub,fireplace,basmt_area,attic_area,ac_area,Dist_Ocean,Dist_Bay,Dist_dune,Dist_duneEdge,Dist_route72,Q1_2000,Q2_2000,Q3_2000,Q4_2000,Q1_2001,Q2_2001,Q3_2001,Q4_2001,Q1_2002,Q2_2002,Q3_2002,Q4_2002,Q1_2003,Q2_2003,Q3_2003,Q4_2003,Q1_2004,Q2_2004,Q3_2004,Q4_2004,Q1_2005,Q2_2005,Q3_2005,Q4_2005,Q1_2006,Q2_2006,Q3_2006,Q4_2006,Q1_2007,Q2_2007,Q3_2007,Q4_2007,Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Q1,Q2,Q3,Q4,Viewscape
SC1012,223 N 5TH ST,68,9,350000,388200,738200,2010,2010,9,13.76421726000,950000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1098.16,1205951.72,0.00,1205951.72,0.00,4,16,4.00000000000,16.00000000000,2306,5317636,0.1100,0.0121,4791.6,22959430.6,0,0,0,2.00000000000,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,1,1,0,0,936,0,2306,1375.34498773000,1518.25794707000,1157.38526813000,2194.14991661000,3525.76445736000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
SC1013,287 N 16TH ST,79,15,378000,161700,539700,1942,2010,9,13.21767356000,550000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1702.49,2898469.72,0.00,2898469.72,0.00,4,16,2.50000000000,6.30000000000,1824,3326976,0.1100,0.0121,4791.6,22959430.6,68,4624,0,2.00000000000,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,1,0,0,1824,1995.38867786000,257.07403483300,1814.85465366000,2232.27170163000,6424.72330029000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
SC1014,282 N 9TH ST,71,34,350000,524500,874500,2006,2010,9,13.68767719000,880000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1702.69,2899142.20,0.00,2899142.20,0.00,4,16,4.00000000000,16.00000000000,2492,6210064,0.1100,0.0121,4791.6,22959430.6,4,16,0,2.00000000000,0,0,0,0,1,0,0,0,1,1,1,0,0,2,1,1,1,0,1,1246,0,2492,1972.92109853000,868.68518737900,1786.24458141000,3067.73011834000,4406.11093553000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
SC1015,358 N 2ND ST,98,24,376000,172200,548200,1978,2011,7,13.12236338000,500000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,2496.15,6230772.87,0.00,6230772.87,0.00,5,25,2.50000000000,6.30000000000,2024,4096576,0.1100,0.0121,4791.6,22959430.6,33,1089,0,2.00000000000,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,1,0,1,0,0,2024,2833.53006258000,260.10805701700,2619.61381167000,1162.51799087000,2509.24288372000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SC1019,229 N 11TH ST,74,11,349900,100,350000,2011,2011,7,13.01700286000,450000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1163.77,1354352.25,0.00,1354352.25,0.00,4,16,3.00000000000,9.00000000000,2364,5588496,0.1100,0.0121,4791.6,22959430.6,0,0,0,2.00000000000,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0,1056,0,2364,1421.04028239000,1136.02013461000,1248.39041781000,3574.48443297000,5084.39740958000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SC102,358 N 4TH ST,100,24,376000,106800,482800,1961,2000,9,12.38839420000,240000,0,0,1,0,0,0,0,77.81,0.00,0.00,0.00,2536.06,6431624.75,0.00,0.00,0.00,3,9,2.00000000000,4.00000000000,1056,1115136,0.1100,0.0121,4791.6,22959430.6,39,1521,0,1.50000000000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1056,2840.61827631000,357.77230520800,2642.35092452000,1681.51686577000,3028.58559053000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SC1020,218 N 16TH ST,81,10,315000,316100,631100,2011,2011,7,13.45740602000,699000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1031.98,1064975.68,0.00,1064975.68,0.00,3,9,2.50000000000,6.30000000000,1152,1327104,0.0900,0.0081,3920.4,15369536.2,0,0,0,1.00000000000,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,1,0,0,1152,0,1152,1323.37309970000,764.15006857700,1141.74840877000,2392.27079194000,6269.07701052000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SC1021,111 N 10TH ST,27,0,350000,432200,782200,2011,2011,8,13.21767356000,550000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,658.36,433442.61,0.00,433442.61,0.00,4,16,3.00000000000,9.00000000000,2364,5588496,0.1100,0.0121,4791.6,22959430.6,0,0,0,2.00000000000,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,1,0,0,1056,0,2364,892.31448313300,1716.27526595000,720.74560514100,3496.13843869000,4823.37474431000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SC1022,1707 N CENTRAL AVE,86,2,303800,115100,418900,1948,2011,8,13.02254304000,452500,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,865.61,749286.14,0.00,749286.14,0.00,2,4,3.00000000000,9.00000000000,1124,1263376,0.0700,0.0049,3049.2,9297620.6,63,3969,0,2.00000000000,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1124,1151.01441315000,728.01536448100,979.39879043500,1996.96878178000,6725.22904708000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SC1024,26 N 6TH ST,22,14,572400,111000,683400,1976,2011,6,13.49047270000,722500,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,173.33,30044.09,0.00,30044.09,0.00,4,16,2.50000000000,6.30000000000,864,746496,0.0900,0.0081,3920.4,15369536.2,35,1225,0,1.00000000000,0,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,1,0,0,0,864,864,445.52577959900,2419.25307741000,246.65736437400,2302.66694905000,3642.02025946000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
SC1026,276 N 16TH ST,78,12,376500,123000,499500,1960,2010,9,13.04979268000,465000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1626.15,2644347.80,0.00,2644347.80,0.00,2,4,1.50000000000,2.30000000000,1120,1254400,0.1100,0.0121,4791.6,22959430.6,50,2500,0,1.00000000000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1120,1917.63123629000,362.07947894800,1735.89417620000,2392.74338987000,6265.36657216000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
SC1027,207 N 2ND ST,65,0,350000,401800,751800,2001,2010,7,13.50762578000,735000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,896.91,804450.62,0.00,804450.62,0.00,4,16,4.00000000000,16.00000000000,2020,4080400,0.1100,0.0121,4791.6,22959430.6,9,81,0,2.00000000000,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,1,1,0,0,0,0,2020,1231.19459309000,1416.69122139000,1019.18328483000,1335.75849533000,2665.76612540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
SC1029,32 N 9TH ST,30,14,565800,307700,873500,1996,2010,10,13.76421726000,950000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,222.72,49604.33,0.00,49604.33,0.00,4,16,3.00000000000,9.00000000000,2030,4120900,0.1200,0.0144,5227.2,27323619.8,14,196,0,2.00000000000,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,1,1,0,0,0,0,2030,491.90610895200,2267.62279274000,308.38289272600,3081.47822580000,4415.33060736000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SC103,252 N 8TH ST,70,22,350000,122000,472000,1980,2000,9,12.70684793000,330000,0,0,1,0,0,0,0,70.25,0.00,0.00,0.00,1367.23,1869311.24,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1008,1016064,0.1100,0.0121,4791.6,22959430.6,20,400,0,1.00000000000,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,634,0,1008,1675.24241573000,1156.62843728000,1482.53378781000,2811.85201524000,4146.85984933000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SC1031,217 N 14TH ST,80,11,315000,102900,417900,1935,2010,10,13.12236338000,500000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1023.42,1047382.10,0.00,1047382.10,0.00,3,9,1.50000000000,2.30000000000,600,360000,0.0900,0.0081,3920.4,15369536.2,75,5625,0,1.50000000000,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,0,0,600,600,1309.75180295000,1013.06333439000,1127.58835727000,2754.65035260000,5904.84224853000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SC1034,209 S BARNEGAT AVE,94,3,350000,229100,579100,1992,2010,10,13.25689427000,572000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1934.56,3742511.78,0.00,3742511.78,0.00,3,9,2.50000000000,6.30000000000,1056,1115136,0.1100,0.0121,4791.6,22959430.6,18,324,0,1.00000000000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,0,0,1056,0,1056,2278.55241025000,325.88913699900,2053.26202061000,100.27255754900,1441.30521756000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SC1035,36 N 7TH ST,23,16,454100,45000,499100,1930,2010,11,12.94084150000,417000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,254.64,64843.41,0.00,64843.41,0.00,2,4,1.50000000000,2.30000000000,600,360000,0.0800,0.0064,3484.8,12143831.0,80,6400,0,1.00000000000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,600,600,569.09911147000,2277.85654179000,369.23055612400,2561.00351529000,3893.45432609000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SC1036,32 N 12TH ST,33,14,642000,241400,883400,1950,2010,11,13.62313867000,825000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,268.97,72345.99,0.00,72345.99,0.00,3,9,3.00000000000,9.00000000000,1729,2989441,0.1100,0.0121,4791.6,22959430.6,60,3600,0,2.00000000000,0,0,0,0,1,0,0,1,2,1,1,0,0,0,2,1,1,0,0,1069,0,1729,498.56838586900,1996.19960735000,325.46479049300,3483.46706802000,5192.86294452000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SC1037,128 N 7TH ST,69,22,350000,106100,456100,1952,2011,6,13.12236338000,500000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1341.81,1800440.89,0.00,1800440.89,0.00,3,9,1.50000000000,2.30000000000,1008,1016064,0.1100,0.0121,4791.6,22959430.6,59,3481,0,1.50000000000,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1008,1657.81168879000,1179.41604486000,1457.99436417000,2553.89562999000,3888.65249190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
SC1038,32 N 19TH ST,50,12,604200,299500,903700,1987,2011,8,13.64709191000,845000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,179.09,32072.84,0.00,32072.84,0.00,4,16,3.50000000000,12.30000000000,1696,2876416,0.1000,0.0100,4356.0,18974736.0,24,576,0,2.00000000000,0,0,0,0,1,0,0,0,1,1,0,0,1,0,3,0,1,0,0,0,0,1696,448.43280305600,1256.66501259000,263.50645511600,1583.01431194000,7097.89473046000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SC104,261 N 17TH ST,83,5,375500,106100,481600,1957,2000,9,12.57591058000,289500,0,0,1,0,0,0,0,69.18,0.00,0.00,0.00,1448.41,2097894.24,0.00,0.00,0.00,5,25,1.50000000000,2.30000000000,864,746496,0.1100,0.0121,4791.6,22959430.6,43,1849,0,1.00000000000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,864,864,1734.46571948000,182.61210237000,1556.86393554000,1973.26212997000,6686.04062036000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SC1040,283 N 3RD ST,66,33,350000,131300,481300,1969,2011,9,12.83468130000,375000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1673.42,2800344.34,0.00,2800344.34,0.00,4,16,2.50000000000,6.30000000000,1288,1658944,0.1100,0.0121,4791.6,22959430.6,42,1764,0,1.50000000000,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,2,0,0,0,0,1288,1986.81847731000,905.69533136500,1785.94923069000,1588.56182773000,2926.66611530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
